Mass,Bfld,ID
21689727000.0,15.568727,313956
3164464000.0,6.5013275,319150
4984376300.0,3.1340318,320746
16085510000.0,7.093406,336797
3884831500.0,3.3414733,347515
4098667800.0,1.9783381,348896
2291912000.0,3.048972,349900
6472570000.0,2.8093333,353976
5927506400.0,2.8804417,354729
2155444000.0,3.913725,354991
17016106000.0,10.914805,363738
21187768000.0,0.08059667,373952
6916615700.0,2.6623595,379322
1092708000.0,30.369099,382932
3476176000.0,3.548649,396075
7756945400.0,4.8857903,402770
2657970400.0,5.660903,420305
3488710400.0,4.8116117,482170
