ID,Mass,Bfld,Type
519909,33466495000.0,4.4247646,Isolated Central
519933,29025542000.0,3.674221,Isolated Central
519978,19792816000.0,10.836777,Isolated Central
520009,29707452000.0,10.486443,Isolated Central
520040,25862926000.0,10.0948105,Isolated Central
520067,38855803000.0,4.080459,Isolated Central
520082,13109268000.0,3.9116466,Isolated Central
520132,26107580000.0,7.163909,Isolated Central
520152,14611089000.0,5.7248945,Isolated Central
520196,27885367000.0,6.6677847,Isolated Central
520230,19064041000.0,2.6673362,Isolated Central
520265,23204071000.0,3.7482398,Isolated Central
520331,17996499000.0,9.08322,Isolated Central
520370,21392126000.0,6.455452,Isolated Central
520426,33320800000.0,3.0565739,Isolated Central
520454,22557372000.0,8.336809,Isolated Central
520484,35456692000.0,14.406908,Isolated Central
520617,26755391000.0,13.777754,Isolated Central
520649,33381595000.0,7.714053,Isolated Central
520675,17687312000.0,18.491953,Isolated Central
520728,23199007000.0,10.879001,Isolated Central
520769,22880614000.0,18.500235,Isolated Central
520839,38900343000.0,3.945135,Isolated Central
520869,24980250000.0,3.7015119,Isolated Central
520891,23662475000.0,10.340249,Isolated Central
520947,22508340000.0,20.55587,Isolated Central
521059,13675535000.0,7.9141164,Isolated Central
521093,30494667000.0,7.205975,Isolated Central
521114,13529623000.0,8.644481,Isolated Central
521153,44886348000.0,4.9826775,Isolated Central
521166,13984879000.0,5.65726,Isolated Central
521231,27054119000.0,0.10421905,Isolated Central
521258,10940249000.0,3.9049637,Isolated Central
521361,29041826000.0,8.407943,Isolated Central
521445,11672098000.0,6.0589256,Isolated Central
521489,22721018000.0,12.424188,Isolated Central
521520,18040961000.0,9.646004,Isolated Central
521593,18997443000.0,9.572841,Isolated Central
521616,32112613000.0,7.584405,Isolated Central
521638,22158203000.0,4.625313,Isolated Central
521681,22864617000.0,9.618176,Isolated Central
521821,21644597000.0,9.279178,Isolated Central
521838,40270140000.0,1.9920942,Isolated Central
521863,26077368000.0,21.66872,Isolated Central
521889,28034441000.0,12.469166,Isolated Central
521910,27314217000.0,2.8390124,Isolated Central
521936,18222055000.0,7.19411,Isolated Central
521962,18190918000.0,23.173576,Isolated Central
522056,32753867000.0,6.3166413,Isolated Central
522076,26422465000.0,11.460946,Isolated Central
522118,30879306000.0,10.207499,Isolated Central
522155,21011923000.0,11.500472,Isolated Central
522263,25005586000.0,9.418676,Isolated Central
522299,27904786000.0,9.794325,Isolated Central
522317,28700688000.0,5.786119,Isolated Central
522394,22765950000.0,10.326306,Isolated Central
522484,16873357000.0,5.4792967,Isolated Central
522553,21098985000.0,4.4903364,Isolated Central
522581,30415372000.0,10.86856,Isolated Central
522630,26238999000.0,14.9621725,Isolated Central
522685,25507470000.0,15.129753,Isolated Central
522779,25418074000.0,7.527889,Isolated Central
522800,24555899000.0,11.573402,Isolated Central
522817,22896590000.0,8.297522,Isolated Central
522848,30481605000.0,0.44014022,Isolated Central
522885,18224250000.0,5.5301538,Isolated Central
522957,10113323000.0,3.7045915,Isolated Central
522992,32310223000.0,10.954321,Isolated Central
523008,29507574000.0,7.0929203,Isolated Central
523035,27919135000.0,13.047743,Isolated Central
523109,31418597000.0,13.433989,Isolated Central
523129,32465359000.0,7.6128244,Isolated Central
523157,18016465000.0,4.815502,Isolated Central
523231,23808350000.0,18.050333,Isolated Central
523247,23185295000.0,5.80136,Isolated Central
523279,32757158000.0,9.739389,Isolated Central
523329,19164043000.0,9.062645,Isolated Central
523364,25484368000.0,5.534462,Isolated Central
523435,28849519000.0,16.148972,Isolated Central
523489,33033826000.0,19.648483,Isolated Central
523582,10133157000.0,7.3218274,Isolated Central
523773,23666665000.0,5.461524,Isolated Central
523812,27530572000.0,17.183361,Isolated Central
523878,30337595000.0,16.893902,Isolated Central
523897,25126621000.0,15.41261,Isolated Central
523919,24917072000.0,4.4290905,Isolated Central
523958,32905257000.0,7.5853143,Isolated Central
523990,25030540000.0,15.179743,Isolated Central
524018,22773877000.0,5.4014077,Isolated Central
524113,18953124000.0,5.262272,Isolated Central
524295,30263593000.0,11.822311,Isolated Central
524372,21933867000.0,9.838105,Isolated Central
524423,25089124000.0,13.404429,Isolated Central
524453,17067293000.0,0.68634206,Isolated Central
524490,12361852000.0,6.775351,Isolated Central
524520,21477380000.0,11.273636,Isolated Central
524589,14808291000.0,5.687938,Isolated Central
524648,15626471000.0,3.8972526,Isolated Central
524708,20296428000.0,8.856052,Isolated Central
524731,21210540000.0,2.6513207,Isolated Central
524765,21248287000.0,2.3502028,Isolated Central
524789,28086040000.0,8.3103285,Isolated Central
524825,26590370000.0,2.5735452,Isolated Central
524846,16923625000.0,8.39784,Isolated Central
524930,13333289000.0,2.4544337,Isolated Central
524965,17355256000.0,14.356887,Isolated Central
525057,27862125000.0,4.9432716,Isolated Central
525081,18465407000.0,18.099695,Isolated Central
525132,18414668000.0,2.8733003,Isolated Central
525167,15596293000.0,11.284427,Isolated Central
525204,21799127000.0,4.2176676,Isolated Central
525252,23920118000.0,10.108111,Isolated Central
525293,44434120000.0,0.634342,Isolated Central
525311,16518050000.0,14.063083,Isolated Central
525344,27122344000.0,4.4987135,Isolated Central
525366,26493084000.0,9.977766,Isolated Central
525452,15867238000.0,3.794384,Isolated Central
525490,24344404000.0,4.074586,Isolated Central
525584,29412954000.0,3.0933423,Isolated Central
525666,11089829000.0,4.009947,Isolated Central
525709,28596052000.0,6.889652,Isolated Central
525787,28666260000.0,5.6677303,Isolated Central
525889,27617077000.0,8.954762,Isolated Central
525911,25469954000.0,8.15569,Isolated Central
525973,24120486000.0,11.836867,Isolated Central
525993,17228466000.0,15.660918,Isolated Central
526030,27095802000.0,27.793573,Isolated Central
526098,20528353000.0,4.0713444,Isolated Central
526173,24035408000.0,5.1253533,Isolated Central
526212,19952505000.0,6.220107,Isolated Central
526277,22743888000.0,14.777395,Isolated Central
526326,15553729000.0,14.02564,Isolated Central
526445,17892833000.0,12.89233,Isolated Central
526509,18674528000.0,4.8489237,Isolated Central
526581,21739866000.0,11.92121,Isolated Central
526622,18906044000.0,4.455511,Isolated Central
526667,33445310000.0,0.33906627,Isolated Central
526696,25369666000.0,13.154956,Isolated Central
526756,16382276000.0,12.0039015,Isolated Central
526789,29595664000.0,2.1850178,Isolated Central
526820,35777733000.0,5.010612,Isolated Central
526833,37422750000.0,9.546039,Isolated Central
526989,9397299000.0,3.5107124,Isolated Central
527037,4471762000.0,5.9784045,Isolated Central
527081,24352946000.0,0.4092267,Isolated Central
527258,14772541000.0,4.3429456,Isolated Central
527288,31395420000.0,5.355855,Isolated Central
527306,28400052000.0,9.753236,Isolated Central
527326,20647336000.0,6.3778515,Isolated Central
527343,18666652000.0,3.3820987,Isolated Central
527419,20734150000.0,4.403375,Isolated Central
527508,26140553000.0,9.333398,Isolated Central
527538,41483354000.0,3.3585904,Isolated Central
527554,21787646000.0,7.5469546,Isolated Central
527682,12761935000.0,5.815268,Isolated Central
527764,27870358000.0,13.87003,Isolated Central
527787,17110032000.0,18.085238,Isolated Central
527891,27622277000.0,7.916163,Isolated Central
527905,26738254000.0,9.421744,Isolated Central
527926,13670651000.0,6.2206483,Isolated Central
527969,17177863000.0,9.826834,Isolated Central
528038,19321356000.0,1.7588962,Isolated Central
528078,31715109000.0,4.021739,Isolated Central
528107,25442520000.0,11.360551,Isolated Central
528151,17035753000.0,13.894425,Isolated Central
528190,24253628000.0,4.0584126,Isolated Central
528209,24296706000.0,12.592682,Isolated Central
528234,20684325000.0,5.031546,Isolated Central
528336,24641160000.0,14.704578,Isolated Central
528498,17395274000.0,8.277146,Isolated Central
528598,19169874000.0,5.6063323,Isolated Central
528654,22252284000.0,7.8179126,Isolated Central
528694,12600450000.0,5.58902,Isolated Central
528727,18846296000.0,17.929241,Isolated Central
528863,24859230000.0,4.8653474,Isolated Central
528947,25690167000.0,5.2195787,Isolated Central
529024,36535940000.0,13.417322,Isolated Central
529088,4572514300.0,3.4380183,Isolated Central
529130,25600197000.0,3.3068635,Isolated Central
529247,24077543000.0,15.342144,Isolated Central
529270,19952296000.0,3.2167382,Isolated Central
529285,22689745000.0,13.499337,Isolated Central
529358,25392792000.0,11.2863455,Isolated Central
529426,19893955000.0,3.760658,Isolated Central
529466,20956512000.0,10.890153,Isolated Central
529535,5883152400.0,7.911016,Isolated Central
529575,12391485000.0,15.457088,Isolated Central
529643,20285942000.0,10.739294,Isolated Central
529664,29014591000.0,19.390057,Isolated Central
529739,19757210000.0,9.137381,Isolated Central
529762,16320175000.0,4.860334,Isolated Central
529785,32406196000.0,6.9299383,Isolated Central
529804,33616430000.0,4.7275386,Isolated Central
529822,22154324000.0,2.457711,Isolated Central
529989,16385742000.0,14.269509,Isolated Central
530039,16460545000.0,13.992921,Isolated Central
530075,14802257000.0,14.786814,Isolated Central
530101,25853727000.0,7.4856195,Isolated Central
530121,25177338000.0,17.452312,Isolated Central
530145,21060977000.0,10.929261,Isolated Central
530157,24245318000.0,7.716775,Isolated Central
530250,22410654000.0,13.7509,Isolated Central
530278,16007376000.0,5.7197075,Isolated Central
530298,25754070000.0,8.58468,Isolated Central
530327,37481400000.0,10.058086,Isolated Central
530376,8218420700.0,4.2965555,Isolated Central
530425,20427112000.0,10.571415,Isolated Central
530450,34018484000.0,0.21335776,Isolated Central
530469,9863824000.0,4.2740293,Isolated Central
530514,29312125000.0,5.889938,Isolated Central
530580,22228685000.0,6.198371,Isolated Central
530605,19161854000.0,9.187824,Isolated Central
530626,18976911000.0,14.703208,Isolated Central
530660,25222537000.0,11.031005,Isolated Central
530687,33426532000.0,9.144848,Isolated Central
530732,18935593000.0,18.79505,Isolated Central
530780,19822540000.0,6.2719727,Isolated Central
530808,13379211000.0,2.7914464,Isolated Central
530874,23716147000.0,8.228809,Isolated Central
530902,21815294000.0,12.801886,Isolated Central
530923,8938402000.0,6.5816584,Isolated Central
530987,16513117000.0,2.1756334,Isolated Central
531027,32262482000.0,11.461566,Isolated Central
531046,28402598000.0,2.8941195,Isolated Central
531069,19301368000.0,11.844605,Isolated Central
531225,24121790000.0,3.5817535,Isolated Central
531253,24003160000.0,10.092871,Isolated Central
531300,21750977000.0,31.09418,Isolated Central
531360,14949788000.0,2.2120266,Isolated Central
531474,18474030000.0,15.206384,Isolated Central
531511,24523000000.0,2.9678378,Isolated Central
531539,15919248000.0,9.779631,Isolated Central
531574,18646196000.0,16.20718,Isolated Central
531606,16896640000.0,11.218934,Isolated Central
531639,29350689000.0,18.423569,Isolated Central
531737,19800525000.0,12.183508,Isolated Central
531772,8222028300.0,4.526942,Isolated Central
531806,21657344000.0,24.642664,Isolated Central
531870,16026648000.0,5.60291,Isolated Central
531900,20258925000.0,0.30254525,Isolated Central
531934,27757470000.0,13.763144,Isolated Central
531951,22514820000.0,13.533052,Isolated Central
531974,21980707000.0,8.3573,Isolated Central
532043,21131647000.0,0.703351,Isolated Central
532086,17863752000.0,5.7915516,Isolated Central
532146,17021330000.0,8.125514,Isolated Central
532179,19958729000.0,14.610117,Isolated Central
532205,29328850000.0,0.5526491,Isolated Central
532244,19995306000.0,7.156824,Isolated Central
532271,25182470000.0,15.091757,Isolated Central
532301,9537792000.0,11.328866,Isolated Central
532340,18432618000.0,10.264174,Isolated Central
532362,17859270000.0,8.521756,Isolated Central
532414,16061506000.0,3.1853936,Isolated Central
532437,12499387000.0,5.480135,Isolated Central
532488,13605597000.0,5.214139,Isolated Central
532518,18713584000.0,8.010823,Isolated Central
532548,18755246000.0,6.7424164,Isolated Central
532569,17976950000.0,8.946915,Isolated Central
532600,15787845000.0,7.4519386,Isolated Central
532627,15244866000.0,7.875934,Isolated Central
532665,13394782000.0,12.772705,Isolated Central
532774,17835151000.0,7.8543763,Isolated Central
532802,19221450000.0,7.032837,Isolated Central
532864,12714989000.0,2.1348357,Isolated Central
532889,7044853000.0,9.033234,Isolated Central
532912,25991373000.0,10.701062,Isolated Central
532939,25780124000.0,1.551838,Isolated Central
532983,26150427000.0,13.871287,Isolated Central
533001,26337729000.0,4.859189,Isolated Central
533063,20831898000.0,19.951748,Isolated Central
533125,15758775000.0,11.449294,Isolated Central
533151,11765589000.0,4.865395,Isolated Central
533182,18439152000.0,12.096977,Isolated Central
533224,11623320000.0,15.046113,Isolated Central
533355,23955687000.0,14.553355,Isolated Central
533384,12726101000.0,3.2184727,Isolated Central
533481,16252874000.0,7.2005,Isolated Central
533543,16021031000.0,5.5413303,Isolated Central
533573,21244770000.0,10.954946,Isolated Central
533592,17670515000.0,9.891793,Isolated Central
533614,9840220000.0,9.637129,Isolated Central
533648,17575197000.0,11.50438,Isolated Central
533692,34862780000.0,7.465516,Isolated Central
533722,12536452000.0,9.134121,Isolated Central
533789,14618199000.0,12.222545,Isolated Central
533814,23155137000.0,10.134218,Isolated Central
533843,17819273000.0,6.9447336,Isolated Central
533931,23738407000.0,5.7931166,Isolated Central
533946,8725589000.0,6.014923,Isolated Central
533992,18221922000.0,6.714838,Isolated Central
534020,13700545000.0,6.395993,Isolated Central
534183,13343659000.0,13.185158,Isolated Central
534234,18000372000.0,12.075025,Isolated Central
534267,22401583000.0,12.359703,Isolated Central
534285,17821985000.0,5.185746,Isolated Central
534303,22264637000.0,7.166694,Isolated Central
534362,16760712000.0,9.264826,Isolated Central
534438,7010252300.0,8.458539,Isolated Central
534563,18073324000.0,10.034477,Isolated Central
534630,17565215000.0,5.7505193,Isolated Central
534648,10262006000.0,11.892091,Isolated Central
534712,16724481000.0,14.300722,Isolated Central
534747,15334148000.0,6.8565583,Isolated Central
534771,16194077000.0,10.698975,Isolated Central
534795,22796910000.0,13.284658,Isolated Central
534882,24459665000.0,10.605315,Isolated Central
534906,10373927000.0,9.740691,Isolated Central
534936,11407665000.0,12.030158,Isolated Central
534974,4334535000.0,2.5845587,Isolated Central
535117,22685215000.0,4.2528524,Isolated Central
535168,17940300000.0,10.188819,Isolated Central
535203,16546153000.0,3.73207,Isolated Central
535220,19942690000.0,8.580003,Isolated Central
535240,20523082000.0,18.899555,Isolated Central
535303,35269624000.0,11.234935,Isolated Central
535319,8245283300.0,4.7652903,Isolated Central
535397,15823187000.0,3.0755298,Isolated Central
535428,20951753000.0,10.321796,Isolated Central
535452,18513537000.0,0.43766662,Isolated Central
535525,17413669000.0,10.491759,Isolated Central
535580,12160778000.0,5.0229077,Isolated Central
535614,14192096000.0,2.5957649,Isolated Central
535641,18660776000.0,11.218303,Isolated Central
535662,20469662000.0,9.574894,Isolated Central
535709,28449518000.0,1.0233094,Isolated Central
535742,22236365000.0,6.7624497,Isolated Central
535792,19073323000.0,4.8470917,Isolated Central
535817,28799255000.0,14.886238,Isolated Central
535836,12530801000.0,3.747759,Isolated Central
535887,32394711000.0,10.307283,Isolated Central
535937,18924517000.0,18.268421,Isolated Central
536030,21418648000.0,3.222821,Isolated Central
536048,21080257000.0,12.239783,Isolated Central
536061,11760440000.0,7.1039577,Isolated Central
536117,12762541000.0,14.085144,Isolated Central
536143,15869746000.0,8.22335,Isolated Central
536201,22616764000.0,15.54914,Isolated Central
536255,16292012000.0,6.610488,Isolated Central
536324,18035835000.0,4.813513,Isolated Central
536355,19992594000.0,13.3583355,Isolated Central
536387,7410374700.0,14.731851,Isolated Central
536439,18905057000.0,10.083735,Isolated Central
536453,7345587000.0,6.8851895,Isolated Central
536491,23885353000.0,4.9346647,Isolated Central
536511,15580808000.0,2.3969617,Isolated Central
536534,18986797000.0,9.572574,Isolated Central
536554,16711324000.0,2.5053678,Isolated Central
536592,22239812000.0,6.5333796,Isolated Central
536640,19455068000.0,5.607514,Isolated Central
536699,5565816300.0,9.464064,Isolated Central
536736,17473909000.0,4.1415153,Isolated Central
536758,22870200000.0,2.231536,Isolated Central
536790,11761950000.0,8.054194,Isolated Central
536887,19991362000.0,29.2074,Isolated Central
536927,11706046000.0,11.904893,Isolated Central
536976,12551704000.0,5.025852,Isolated Central
537006,23101825000.0,13.523344,Isolated Central
537029,13061285000.0,3.730572,Isolated Central
537064,19193852000.0,6.6817546,Isolated Central
537096,18132746000.0,6.634722,Isolated Central
537133,20352280000.0,5.1474204,Isolated Central
537164,10127565000.0,3.9542475,Isolated Central
537203,11715953000.0,9.923452,Isolated Central
537227,17583024000.0,15.233779,Isolated Central
537259,27061176000.0,9.863921,Isolated Central
537273,13695365000.0,7.4880967,Isolated Central
537303,16615764000.0,3.071297,Isolated Central
537321,22358186000.0,5.91744,Isolated Central
537340,14181014000.0,7.7709494,Isolated Central
537403,18300250000.0,9.903133,Isolated Central
537426,11536219000.0,12.824172,Isolated Central
537473,8861119000.0,3.1732686,Isolated Central
537504,10449342000.0,9.627788,Isolated Central
537536,19255572000.0,8.711224,Isolated Central
537569,13903148000.0,8.319738,Isolated Central
537594,10929970000.0,4.224643,Isolated Central
537631,8485083600.0,8.926323,Isolated Central
537670,20002437000.0,10.137697,Isolated Central
537713,6230575000.0,6.20307,Isolated Central
537743,29644532000.0,7.8535833,Isolated Central
537751,8357564000.0,3.4016554,Isolated Central
537791,14649747000.0,10.67475,Isolated Central
537815,16068265000.0,7.3236527,Isolated Central
537843,11355909000.0,3.7714827,Isolated Central
537914,9093946000.0,3.6883378,Isolated Central
538040,3260491500.0,1.548911,Isolated Central
538080,32837077000.0,0.40013707,Isolated Central
538098,11512189000.0,7.5875034,Isolated Central
538134,16321930000.0,7.2221174,Isolated Central
538179,10189671000.0,11.345363,Isolated Central
538216,16219544000.0,13.776301,Isolated Central
538235,21180643000.0,16.940907,Isolated Central
538295,21230550000.0,22.068384,Isolated Central
538343,11170180000.0,2.3729634,Isolated Central
538388,22718028000.0,3.577419,Isolated Central
538481,25856408000.0,7.538667,Isolated Central
538496,9646460000.0,11.321872,Isolated Central
538535,35686478000.0,1.0171479,Isolated Central
538541,13103347000.0,5.530747,Isolated Central
538557,20364460000.0,5.6944213,Isolated Central
538580,15428582000.0,2.4251747,Isolated Central
538605,19541746000.0,6.842897,Isolated Central
538624,15018157000.0,8.0382805,Isolated Central
538645,14436001000.0,7.954759,Isolated Central
538680,19988480000.0,1.454056,Isolated Central
538736,16093330000.0,5.495904,Isolated Central
538824,23915760000.0,0.14078587,Isolated Central
538846,25793722000.0,1.5441248,Isolated Central
538960,11500615000.0,5.611537,Isolated Central
539002,8779597000.0,5.631279,Isolated Central
539035,18321440000.0,6.8624377,Isolated Central
539066,23051233000.0,11.565002,Isolated Central
539085,15712782000.0,14.030036,Isolated Central
539141,8970244000.0,3.28481,Isolated Central
539187,6553192400.0,5.203375,Isolated Central
539227,14366714000.0,7.02686,Isolated Central
539259,23331578000.0,9.781084,Isolated Central
539284,28577840000.0,21.092089,Isolated Central
539298,15122482000.0,7.549091,Isolated Central
539328,18269096000.0,9.057483,Isolated Central
539362,9847695000.0,12.5198965,Isolated Central
539392,21747905000.0,5.229099,Isolated Central
539484,20082469000.0,6.3487916,Isolated Central
539541,17674359000.0,6.195639,Isolated Central
539565,19412519000.0,3.658516,Isolated Central
539583,27152060000.0,6.2785015,Isolated Central
539598,24511269000.0,8.434863,Isolated Central
539647,24629858000.0,14.999283,Isolated Central
539656,12557916000.0,6.7061367,Isolated Central
539679,13257696000.0,7.703171,Isolated Central
539812,16389403000.0,3.9630313,Isolated Central
539835,7319155000.0,2.7032537,Isolated Central
539874,13681764000.0,6.69067,Isolated Central
539929,11223215000.0,9.376104,Isolated Central
539971,6884580000.0,8.864774,Isolated Central
539998,21875806000.0,10.758658,Isolated Central
540019,21430505000.0,13.048961,Isolated Central
540119,21362387000.0,10.289914,Isolated Central
540141,15315583000.0,9.243322,Isolated Central
540165,27414925000.0,7.1506333,Isolated Central
540230,19104770000.0,2.3701174,Isolated Central
540254,19361081000.0,11.352603,Isolated Central
540280,19646257000.0,8.554393,Isolated Central
540318,13515699000.0,8.492823,Isolated Central
540350,18797367000.0,4.7150397,Isolated Central
540374,30965017000.0,8.584298,Isolated Central
540389,21840695000.0,4.5273046,Isolated Central
540409,17738365000.0,10.078945,Isolated Central
540440,10855647000.0,3.962892,Isolated Central
540473,22603123000.0,10.491136,Isolated Central
540513,24682519000.0,7.7555323,Isolated Central
540561,16077879000.0,6.8906064,Isolated Central
540587,31604535000.0,6.984359,Isolated Central
540606,11065427000.0,6.237172,Isolated Central
540634,8387174400.0,3.9600928,Isolated Central
540701,15377971000.0,3.949699,Isolated Central
540724,21476545000.0,8.645485,Isolated Central
540767,25470738000.0,10.370036,Isolated Central
540795,19966968000.0,7.9337115,Isolated Central
540877,16948740000.0,9.978244,Isolated Central
540942,11005478000.0,3.432708,Isolated Central
540962,14016220000.0,3.306429,Isolated Central
540990,9518282000.0,7.318655,Isolated Central
541006,19894760000.0,12.645048,Isolated Central
541017,23990862000.0,7.713191,Isolated Central
541067,20008772000.0,5.788266,Isolated Central
541090,12027412000.0,4.124216,Isolated Central
541125,17454795000.0,19.0155,Isolated Central
541147,14365119000.0,7.709831,Isolated Central
541200,7326789600.0,2.7242556,Isolated Central
541223,34603940000.0,11.882205,Isolated Central
541229,22785282000.0,16.291151,Isolated Central
541242,19309957000.0,14.041546,Isolated Central
541283,5439949300.0,6.4738855,Isolated Central
541355,14751252000.0,10.919705,Isolated Central
541402,13015862000.0,9.7359495,Isolated Central
541426,18476917000.0,5.652415,Isolated Central
541522,24950225000.0,0.20661889,Isolated Central
541578,34289140000.0,9.886182,Isolated Central
541607,18376897000.0,7.3464255,Isolated Central
541627,12181550000.0,2.833863,Isolated Central
541649,12591117000.0,6.897849,Isolated Central
541681,11117127000.0,3.204501,Isolated Central
541729,15034919000.0,16.373934,Isolated Central
541757,13090882000.0,10.756096,Isolated Central
541783,17186726000.0,15.778756,Isolated Central
541808,18546924000.0,4.7496114,Isolated Central
541823,17141275000.0,8.755692,Isolated Central
541839,22139802000.0,9.728674,Isolated Central
541854,17110830000.0,9.466183,Isolated Central
541934,17364064000.0,1.5087937,Isolated Central
541975,15826332000.0,4.4707007,Isolated Central
541999,15263846000.0,9.404075,Isolated Central
542023,16275381000.0,3.181802,Isolated Central
542044,16673406000.0,4.3235927,Isolated Central
542113,20828025000.0,14.700092,Isolated Central
542150,19789380000.0,15.709033,Isolated Central
542183,27155235000.0,9.180515,Isolated Central
542201,9301758000.0,3.5053263,Isolated Central
542274,12004041000.0,15.659669,Isolated Central
542310,7195698000.0,15.991091,Isolated Central
542389,16807261000.0,5.7269354,Isolated Central
542408,9663292000.0,3.3154814,Isolated Central
542463,29567430000.0,3.9865623,Isolated Central
542472,16894029000.0,4.7322106,Isolated Central
542600,11602072000.0,23.008108,Isolated Central
542637,11367634000.0,9.543973,Isolated Central
542653,12577758000.0,9.500674,Isolated Central
542719,15456930000.0,22.33641,Isolated Central
542735,21753143000.0,1.3120391,Isolated Central
542753,8981924000.0,7.9092307,Isolated Central
542770,15638374000.0,15.440518,Isolated Central
542783,17589316000.0,22.171194,Isolated Central
542795,13797972000.0,7.3514795,Isolated Central
542816,12978831000.0,3.9969108,Isolated Central
542846,24827101000.0,7.781621,Isolated Central
542856,12559952000.0,8.00999,Isolated Central
542891,17381421000.0,5.9279103,Isolated Central
542946,8352263700.0,5.985473,Isolated Central
542987,11759630000.0,13.203036,Isolated Central
543078,7414742000.0,7.3639555,Isolated Central
543127,16982237000.0,11.210465,Isolated Central
543168,18566502000.0,10.304676,Isolated Central
543190,6112771000.0,4.9170694,Isolated Central
543269,22151397000.0,15.920697,Isolated Central
543308,20737150000.0,8.794183,Isolated Central
543349,23667374000.0,8.668903,Isolated Central
543359,21440810000.0,0.85448456,Isolated Central
543372,26386962000.0,12.746218,Isolated Central
543392,17732400000.0,7.3817506,Isolated Central
543404,18581373000.0,18.185934,Isolated Central
543418,6283002400.0,5.271326,Isolated Central
543451,8093191000.0,3.4572031,Isolated Central
543486,13745388000.0,4.443016,Isolated Central
543538,19826720000.0,11.030149,Isolated Central
543544,19523758000.0,6.1298,Isolated Central
543560,22868423000.0,4.4085746,Isolated Central
543606,24141599000.0,15.873241,Isolated Central
543619,11729037000.0,9.975261,Isolated Central
543639,20135006000.0,6.5170255,Isolated Central
543656,24236995000.0,10.551439,Isolated Central
543669,8175935500.0,4.959555,Isolated Central
543698,13796407000.0,12.260067,Isolated Central
543743,20750195000.0,11.694202,Isolated Central
543774,21912922000.0,3.883854,Isolated Central
543792,20222900000.0,10.082382,Isolated Central
543809,25457281000.0,6.1747866,Isolated Central
543821,15759108000.0,7.8739314,Isolated Central
543835,6974920700.0,3.606479,Isolated Central
543869,13958957000.0,13.510759,Isolated Central
543895,17791363000.0,9.280327,Isolated Central
543926,12195382000.0,14.101768,Isolated Central
543953,16356327000.0,15.825668,Isolated Central
543975,10664031000.0,7.677324,Isolated Central
544005,20866650000.0,17.816038,Isolated Central
544023,19583783000.0,18.248625,Isolated Central
544145,22508833000.0,7.056833,Isolated Central
544162,18009516000.0,10.337255,Isolated Central
544205,11243149000.0,11.279803,Isolated Central
544219,8338564000.0,5.627807,Isolated Central
544255,19118586000.0,7.443373,Isolated Central
544279,9208760000.0,5.328705,Isolated Central
544305,21244654000.0,10.86983,Isolated Central
544320,14792603000.0,9.301543,Isolated Central
544344,27161082000.0,10.620338,Isolated Central
544360,17548415000.0,6.7896705,Isolated Central
544373,14472830000.0,12.759708,Isolated Central
544393,23280574000.0,10.941168,Isolated Central
544416,11087430000.0,8.370902,Isolated Central
544464,10622461000.0,10.771217,Isolated Central
544515,9531329000.0,2.4182372,Isolated Central
544569,23102368000.0,5.6147738,Isolated Central
544615,10445128000.0,10.527942,Isolated Central
544644,13795177000.0,5.1633573,Isolated Central
544656,17761059000.0,18.193834,Isolated Central
544694,27182713000.0,9.543751,Isolated Central
544705,14699729000.0,5.089182,Isolated Central
544731,10914724000.0,6.3970675,Isolated Central
544754,16009812000.0,9.995605,Isolated Central
544787,14549154000.0,12.53411,Isolated Central
544827,13805507000.0,10.9127865,Isolated Central
544849,13408366000.0,13.666094,Isolated Central
544863,10643782000.0,3.477143,Isolated Central
544908,10085639000.0,5.64815,Isolated Central
544945,7257155000.0,3.5902991,Isolated Central
544976,8796316000.0,8.121835,Isolated Central
545037,22529452000.0,13.124396,Isolated Central
545050,12066216000.0,7.0610623,Isolated Central
545070,15927194000.0,6.1544375,Isolated Central
545154,14921022000.0,6.640942,Isolated Central
545179,7399659500.0,4.0726285,Isolated Central
545214,14603538000.0,9.88537,Isolated Central
545249,21687474000.0,10.653126,Isolated Central
545265,10491924000.0,4.4814234,Isolated Central
545301,17005418000.0,25.212381,Isolated Central
545323,15122687000.0,17.505491,Isolated Central
545377,14056289000.0,20.19399,Isolated Central
545413,13933183000.0,10.213351,Isolated Central
545434,8075467000.0,11.47546,Isolated Central
545536,6872168000.0,13.497837,Isolated Central
545571,12091398000.0,5.028771,Isolated Central
545589,10964317000.0,5.6822667,Isolated Central
545612,16909507000.0,8.653683,Isolated Central
545630,16796852000.0,6.4084682,Isolated Central
545657,15122892000.0,12.842476,Isolated Central
545664,13709507000.0,10.686555,Isolated Central
545690,16695662000.0,10.283075,Isolated Central
545733,7563764700.0,10.83217,Isolated Central
545758,19109999000.0,4.5930533,Isolated Central
545770,14182981000.0,17.944712,Isolated Central
545804,11440181000.0,2.5002358,Isolated Central
545832,10180879000.0,4.736751,Isolated Central
545856,14180855000.0,14.292865,Isolated Central
545874,25380358000.0,14.314513,Isolated Central
545886,12839856000.0,8.931204,Isolated Central
545918,21794030000.0,6.9462748,Isolated Central
545955,10973458000.0,6.138091,Isolated Central
546018,12566374000.0,7.2035723,Isolated Central
546047,12472293000.0,6.5864735,Isolated Central
546070,14452943000.0,19.197601,Isolated Central
546144,12101401000.0,11.0559,Isolated Central
546171,23332737000.0,14.953624,Isolated Central
546186,5833765000.0,6.791256,Isolated Central
546235,12982387000.0,5.8509226,Isolated Central
546260,14126334000.0,5.153123,Isolated Central
